;VISITATORI PER PROVENIENZA GEOGRAFICA – GENNAIO 2025;;;;;;;;;;;;;;;
Musei;Bologna;Resto d’Italia;Resto d’Europa;Nord America;Centro America;Sud America;Asia;Africa;Oceania;Totale;%;;Continente non specificato;Totale interviste;;
Casa Morandi;134;34;83;51;6;2;40;8;5;363;1,1%;;0;363;;
Mambo Collezione;1.804;1.000;2.832;844;24;68;206;9;340;7.127;22,2%;;65;7.192;;
MAMbo “Kusmirowski”;1.020;427;1.499;418;6;41;132;4;188;3.735;11,6%;;0;3.735;;
;;;;;;;;;;;;;;;;
Totale Settore Musei;7.398;5.470;12.492;3.961;198;471;839;49;1.268;32.146;100,0%;;131;32.277;;
;23,01%;17,02%;38,86%;12,32%;0,62%;1,47%;2,61%;0,15%;3,94%;100,00%;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;VISITATORI PER PROVENIENZA GEOGRAFICA – NOVEMBRE 2024;;;;;;;;;;;;;;;
Musei;Bologna;Resto d’Italia;Resto d’Europa;Nord America;Centro America;Sud America;Asia;Africa;Oceania;Totale;%;;Continente non specificato;Totale interviste;;
Museo Musica;1.966;507;345;278;36;30;35;0;16;3.213;10,3%;;85;3.298;;
Museo Archeologico;1.552;1.492;1.088;295;4;19;129;3;45;4.627;14,9%;;0;4.627;;
Collezioni Comunali;2.115;1.625;1.291;630;22;31;64;8;121;5.907;19,0%;;0;5.907;;
Museo Medievale;1.233;776;514;173;4;22;77;1;104;2.904;9,3%;;224;3.128;;
Museo Bargellini;1.495;886;679;128;25;40;76;7;22;3.358;10,8%;;0;3.358;;
Museo della Tappezzeria;CHIUSO;;;;;;;;;0;;;;;;
Museo del Risorgimento;358;85;49;6;0;2;5;0;0;505;1,6%;;0;505;;
Museo del Patrimonio Industriale;1.000;113;66;1;0;0;11;0;8;1.199;3,9%;;0;1.199;;
Museo di Ustica;199;1.006;93;6;3;1;11;2;8;1.329;4,3%;;0;1.329;;
Casa Morandi;113;97;59;17;0;6;43;0;5;340;1,1%;;0;340;;
Mambo Collezione;1.748;875;1.167;342;9;32;144;2;75;4.394;14,1%;;0;4.394;;
MAMbo “Kusmirowski”;664;454;545;180;8;22;82;1;44;2.000;6,4%;;0;2.000;;
Museo Musica “Carboni”;687;626;3;7;2;0;0;0;1;1.326;4,3%;;0;1.326;;
Totale Settore Musei;13.130;8.542;5.899;2.063;113;205;677;24;449;31.102;100,0%;;309;31.411;;
;42,22%;27,46%;18,97%;6,63%;0,36%;0,66%;2,18%;0,08%;1,44%;100,00%;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;VISITATORI PER PROVENIENZA GEOGRAFICA – DICEMBRE 2024;;;;;;;;;;;;;;;
Musei;Bologna;Resto d’Italia;Resto d’Europa;Nord America;Centro America;Sud America;Asia;Africa;Oceania;Totale;%;;Continente non specificato;Totale interviste;;
Museo Musica;1.221;430;162;117;13;17;16;1;9;1.986;6,9%;;10;1.996;;
Museo Archeologico;1.301;1.294;909;183;3;23;145;4;64;3.926;13,7%;;0;3.926;;
Collezioni Comunali;932;1.794;965;248;7;23;113;9;30;4.121;14,4%;;0;4.121;;
Museo Medievale;1.046;694;405;174;7;16;52;0;106;2.500;8,7%;;0;2.500;;
Museo Bargellini;2.144;1.256;532;61;16;46;39;6;19;4.119;14,4%;;0;4.119;;
Museo della Tappezzeria;CHIUSO;;;;;;;;;;;;;;;
Museo del Risorgimento;282;89;17;0;0;0;0;0;0;388;1,4%;;0;388;;
Museo del Patrimonio Industriale;1.604;385;35;0;0;0;5;0;0;2.029;7,1%;;0;2.029;;
Museo di Ustica;134;781;53;5;0;4;4;0;2;983;3,4%;;0;983;;
Casa Morandi;117;113;62;13;0;11;37;0;12;365;1,3%;;0;365;;
Mambo Collezione;1.333;918;888;164;4;36;116;5;58;3.522;12,3%;;0;3.522;;
MAMbo “Kusmirowski”;762;497;476;103;4;31;72;3;23;1.971;6,9%;;0;1.971;;
Museo Musica “Carboni”;1.606;999;33;32;10;1;11;4;4;2.700;9,4%;;0;2.700;;
Totale Settore Musei;12.482;9.250;4.537;1.100;64;208;610;32;327;28.610;100,0%;;10;28.620;;
;43,63%;32,33%;15,86%;3,84%;0,22%;0,73%;2,13%;0,11%;1,14%;100,00%;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;VISITATORI PER PROVENIENZA GEOGRAFICA – GENNAIO 2026;;;;;;;;;;;;;;;
Musei;Bologna;Resto d’Italia;Resto d’Europa;Nord America;Centro America;Sud America;Asia;Africa;Oceania;Totale;%;;Continente non specificato;Totale interviste;;
Museo Musica;1.269;391;86;77;31;31;0;0;22;1.907;6,9%;;283;2.190;;
Museo Archeologico;3.025;1.569;1.049;245;17;66;159;7;142;6.279;22,6%;;0;6.279;;
Collezioni Comunali;1.294;1.818;1.148;443;18;73;165;5;129;5.093;18,3%;;0;5.093;;
Museo Medievale;2.391;715;223;209;2;20;30;0;155;3.745;13,5%;;0;3.745;;
Museo Bargellini;1.415;966;610;154;14;69;34;2;41;3.305;11,9%;;0;3.305;;
Museo della Tappezzeria;CHIUSO;;;;;;;;;;;;;;;
Museo del Risorgimento;116;75;25;1;0;0;1;0;0;218;0,8%;;0;218;;
Museo del Patrimonio Industriale;1.659;207;72;7;0;0;14;0;0;1.959;7,0%;;0;1.959;;
Museo di Ustica;247;762;55;7;0;1;4;0;4;1.080;3,9%;;0;1.080;;
Casa Morandi;460;146;43;31;0;1;27;0;0;708;2,5%;;0;708;;
Mambo Collezione;1.414;1.013;514;124;6;35;53;7;44;3.210;11,5%;;0;3.210;;
Villa delle Rose “Flavio de Marco. Screen Life”;221;90;19;0;0;0;0;0;0;330;1,2%;;0;330;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Totale Istituzione;13.511;7.752;3.844;1.298;88;296;487;21;537;27.834;100,0%;;283;28.117;;
;46,72%;33,41%;12,27%;3,76%;0,15%;1,06%;1,65%;0,04%;0,94%;100,00%;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;VISITATORI PER PROVENIENZA GEOGRAFICA – FEBBRAIO 2026;;;;;;;;;;;;;;;
Musei;Bologna;Resto d’Italia;Resto d’Europa;Nord America;Centro America;Sud America;Asia;Africa;Oceania;Totale;%;;Continente non specificato;Totale interviste;;
Museo Musica;1.226;221;196;77;21;11;11;0;25;1.788;6,4%;;137;1.925;;
Museo Archeologico;5.286;3.063;1.304;269;11;55;134;13;152;10.287;37,0%;;0;10.287;;
Collezioni Comunali;1.528;1.595;1.840;599;11;95;118;0;63;5.849;21,0%;;0;5.849;;
Museo Medievale;2.303;651;296;175;5;8;32;0;153;3.623;13,0%;;448;4.071;;
Museo Bargellini;2.126;986;744;167;17;106;38;10;8;4.202;15,1%;;0;4.202;;
Museo della Tappezzeria;CHIUSO;;;;;;;;;;;;;;;
Museo del Risorgimento;484;143;39;4;0;3;1;0;0;674;2,4%;;0;674;;
Museo del Patrimonio Industriale;1.913;300;48;4;0;0;5;0;0;2.270;8,2%;;0;2.270;;
Museo di Ustica;741;944;99;23;1;2;14;0;2;1.826;6,6%;;0;1.826;;
Casa Morandi;1.011;273;82;99;0;3;35;0;1;1.504;5,4%;;0;1.504;;
Mambo Collezione;6.001;803;533;297;2;24;94;0;84;7.838;28,2%;;0;7.838;;
Villa delle Rose “Flavio de Marco. Screen Life”;509;130;38;14;0;3;3;0;0;697;2,5%;;0;697;;
Mambo “John Giorno”;8.526;516;177;128;2;9;25;0;71;9.454;34,0%;;0;9.454;;
;;;;;;;;;;;;;;;;
Totale Istituzione;31.654;9.625;5.396;1.856;70;319;510;23;559;50.012;179,7%;;585;50.597;;
;46,72%;33,41%;12,27%;3,76%;0,15%;1,06%;1,65%;0,04%;0,94%;100,00%;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;VISITATORI PER PROVENIENZA GEOGRAFICA – MARZO 2026;;;;;;;;;;;;;;;
Musei;Bologna;Resto d’Italia;Resto d’Europa;Nord America;Centro America;Sud America;Asia;Africa;Oceania;Totale;%;;Continente non specificato;Totale interviste;;
Museo Musica;845;323;105;76;48;26;11;0;10;1.444;3,6%;;162;1.606;;
Museo Archeologico;5.089;7.451;1.163;279;2;44;112;5;151;14.296;35,2%;;0;14.296;;
Collezioni Comunali;1.630;1.579;1.968;625;14;51;104;7;41;6.019;14,8%;;0;6.019;;
Museo Medievale;2.014;733;335;249;5;3;31;1;168;3.539;8,7%;;0;3.539;;
Museo Bargellini;1.028;1.001;945;185;19;77;47;8;7;3.317;8,2%;;0;3.317;;
Museo della Tappezzeria;CHIUSO;;;;;;;;;;;;;;;
Museo del Risorgimento;358;148;23;5;0;6;1;0;0;541;1,3%;;0;541;;
Museo del Patrimonio Industriale;1.741;698;135;9;1;0;1;0;0;2.585;6,4%;;0;2.585;;
Museo di Ustica;375;1.447;69;9;3;4;7;0;2;1.916;4,7%;;0;1.916;;
Casa Morandi;229;73;72;37;0;0;34;0;3;448;1,1%;;0;448;;
Mambo Collezione;2.184;943;539;158;0;21;63;0;70;3.978;9,8%;;0;3.978;;
Villa delle Rose “Flavio de Marco. Screen Life”;223;100;29;4;0;4;7;0;0;367;0,9%;;0;367;;
Mambo “John Giorno”;1.310;474;217;79;0;11;18;0;40;2.149;5,3%;;0;2.149;;
;;;;;;;;;;0;0,0%;;;0;;
Totale Istituzione;17.026;14.970;5.600;1.715;92;247;436;21;492;40.599;100,0%;;162;40.761;;
;41,94%;36,87%;13,79%;4,22%;0,23%;0,61%;1,07%;0,05%;1,21%;100,00%;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;VISITATORI PER PROVENIENZA GEOGRAFICA – APRILE 2026;;;;;;;;;;;;;;;
Musei;Bologna;Resto d’Italia;Resto d’Europa;Nord America;Centro America;Sud America;Asia;Africa;Oceania;Totale;%;;Continente non specificato;Totale interviste;;
Museo Musica;722;371;313;121;49;20;20;0;25;1.641;3,8%;;0;1.641;;
Museo Archeologico;3.555;8.015;2.184;487;4;44;190;1;221;14.701;33,9%;;0;14.701;;
Collezioni Comunali;1.627;1.616;2.753;922;30;108;111;5;108;7.280;16,8%;;0;7.280;;
Museo Medievale;1.782;562;553;220;4;11;55;0;393;3.580;8,2%;;0;3.580;;
Museo Bargellini;800;979;1.331;273;38;92;83;3;30;3.629;8,4%;;0;3.629;;
Museo della Tappezzeria;CHIUSO;;;;;;;;;;;;;;;
Museo del Risorgimento;304;140;70;10;0;0;1;0;0;525;1,2%;;0;525;;
Museo del Patrimonio Industriale;1.583;375;115;9;0;4;3;0;0;2.089;4,8%;;0;2.089;;
Museo di Ustica;251;990;105;10;0;2;8;0;2;1.368;3,2%;;0;1.368;;
Casa Morandi;221;58;116;87;0;1;37;0;0;520;1,2%;;0;520;;
Mambo Collezione;2.653;1.009;952;355;11;36;134;1;124;5.275;12,1%;;0;5.275;;
Mambo “John Giorno”;1.431;598;463;187;5;24;44;0;59;2.811;6,5%;;0;2.811;;
;;;;;;;;;;;;;;;;
Totale Istituzione;14.929;14.713;8.955;2.681;141;342;686;10;962;43.419;100,0%;;0;43.419;;
;34,38%;33,89%;20,62%;6,17%;0,32%;0,79%;1,58%;0,02%;2,22%;100,00%;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;VISITATORI PER PROVENIENZA GEOGRAFICA – MAGGIO 2026;;;;;;;;;;;;;;;
Musei;Bologna;Resto d’Italia;Resto d’Europa;Nord America;Centro America;Sud America;Asia;Africa;Oceania;Totale;%;;Continente non specificato;Totale interviste;;
Museo Musica;563;200;152;152;60;48;9;0;16;1.200;2,8%;;0;1.200;;
Museo Archeologico;2.059;7.798;2.046;614;8;68;214;24;283;13.114;30,2%;;0;13.114;;
Collezioni Comunali;1.797;1.362;2.524;967;27;88;148;5;183;7.101;16,4%;;0;7.101;;
Museo Medievale;1.094;988;722;281;9;37;63;2;430;3.626;8,4%;;52;3.678;;
Museo Bargellini;880;932;1.268;294;20;52;95;7;43;3.591;8,3%;;0;3.591;;
Museo della Tappezzeria;CHIUSO;;;;;;;;;;;;;;;
Museo del Risorgimento;457;226;50;18;0;0;1;0;4;756;1,7%;;0;756;;
Museo del Patrimonio Industriale;823;359;308;12;1;8;6;5;0;1.522;3,5%;;0;1.522;;
Museo di Ustica;738;1.072;172;15;0;4;7;1;3;2.012;4,6%;;0;2.012;;
Casa Morandi;180;53;92;34;0;2;8;0;7;376;0,9%;;0;376;;
Mambo Collezione;3.263;1.375;1.585;572;11;45;100;10;308;7.269;16,7%;;0;7.269;;
Mambo “John Giorno”;271;71;119;10;0;0;4;2;5;482;1,1%;;0;482;;
Mambo “Giuseppe Chiari”;388;80;56;19;0;10;1;4;7;565;1,3%;;0;565;;
;;;;;;;;;;;;;;;;
Totale Istituzione;12.513;14.516;9.094;2.988;136;362;656;60;1.289;41.614;95,8%;;52;41.666;;
;30,07%;34,88%;21,85%;7,18%;0,33%;0,87%;1,58%;0,14%;3,10%;100,00%;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;VISITATORI PER PROVENIENZA GEOGRAFICA – GIUGNO 2026;;;;;;;;;;;;;;;
Musei;Bologna;Resto d’Italia;Resto d’Europa;Nord America;Centro America;Sud America;Asia;Africa;Oceania;Totale;%;;Continente non specificato;Totale interviste;;
Museo Musica;307;48;188;96;56;38;12;0;12;757;1,7%;;0;757;;
Museo Archeologico;730;1.347;1.835;646;8;51;231;8;280;5.136;11,8%;;0;5.136;;
Collezioni Comunali;952;752;1.889;851;37;110;153;4;249;4.997;11,5%;;0;4.997;;
Museo Medievale;560;352;464;278;2;21;55;1;492;2.225;5,1%;;210;2.435;;
Museo Bargellini;381;530;915;240;16;77;71;14;48;2.292;5,3%;;0;2.292;;
Museo della Tappezzeria;CHIUSO;;;;;;;;;;;;;;;
Museo del Risorgimento;156;70;46;0;2;1;2;0;0;277;0,6%;;0;277;;
Museo del Patrimonio Industriale;265;121;129;22;2;2;2;0;3;546;1,3%;;0;546;;
Museo di Ustica;615;471;131;21;2;5;21;0;3;1.269;2,9%;;0;1.269;;
Casa Morandi;47;46;65;44;0;1;15;0;9;227;0,5%;;0;227;;
Mambo Collezione;1.814;606;1.087;579;8;58;146;3;184;4.485;10,3%;;0;4.485;;
Mambo “Giuseppe Chiari”;1.006;271;547;312;8;29;57;7;151;2.388;5,5%;;0;2.388;;
;;;;;;;;;;;;;;;;
Totale Istituzione;6.833;4.614;7.296;3.089;141;393;765;37;1.431;24.599;56,7%;;210;24.809;;
;27,78%;18,76%;29,66%;12,56%;0,57%;1,60%;3,11%;0,15%;5,82%;100,00%;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;VISITATORI PER PROVENIENZA GEOGRAFICA – LUGLIO 2026;;;;;;;;;;;;;;;
Musei;Bologna;Resto d’Italia;Resto d’Europa;Nord America;Centro America;Sud America;Asia;Africa;Oceania;Totale;%;;Continente non specificato;Totale interviste;;
Museo Musica;513;76;153;167;91;23;12;3;19;1.057;4,30%;;148;1.205;;
Museo Archeologico;608;307;2.633;825;20;65;197;28;316;4.999;20,60%;;0;4.999;;
Collezioni Comunali;700;414;2.300;727;31;101;130;5;188;4.596;18,90%;;0;4.596;;
Museo Medievale;416;268;575;257;3;9;74;0;363;1.965;8,10%;;0;1.965;;
Museo Bargellini;429;478;1.036;198;12;38;69;16;61;2.337;9,60%;;0;2.337;;
Museo della Tappezzeria;CHIUSO;;;;;;;;;;;;;;;
Museo del Risorgimento;84;34;23;6;0;0;6;0;0;153;0,60%;;0;153;;
Museo del Patrimonio Industriale;73;25;34;9;0;0;2;0;0;143;0,60%;;0;143;;
Museo di Ustica;451;268;89;12;2;2;7;0;1;832;3,40%;;0;832;;
Casa Morandi;27;24;54;21;0;5;52;0;8;191;0,80%;;0;191;;
Mambo Collezione;2.429;640;1.154;363;14;46;198;1;183;5.028;20,70%;;0;5.028;;
Mambo “Giuseppe Chiari”;1.218;216;584;216;10;26;69;1;141;2.481;10,20%;;0;2.481;;
Musica “Queen the last tour”;278;49;46;93;36;1;1;0;14;518;2,10%;;0;518;;
Totale Settore Musei;7.226;2.799;8.681;2.894;219;316;817;54;1.294;24.300;100,00%;;148;24.448;;
;29,74%;11,52%;35,72%;11,91%;0,90%;1,30%;3,36%;0,22%;5,33%;100,00%;;;;;;
